Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod,Market-Segment
779,779,6,27,6,17,74,education
780,780,18,9,7,12,102,retail
781,781,2,2,6,17,215,realestate
782,782,11,19,3,27,130,realestate
783,783,12,6,8,18,102,realestate
784,784,16,20,5,28,161,retail
785,785,6,20,7,28,86,realestate
786,786,8,0,0,23,137,retail
787,787,14,7,4,20,185,pharmaceutical
788,788,18,13,9,5,51,realestate
789,789,1,23,6,13,224,realestate
790,790,18,16,9,11,97,retail
791,791,8,16,9,6,141,financial
792,792,19,6,8,19,102,pharmaceutical
793,793,13,7,3,15,91,education
794,794,7,12,4,25,162,retail
795,795,4,13,6,25,150,software
796,796,8,12,3,24,154,realestate
797,797,13,14,2,14,109,retail
798,798,10,24,3,29,153,financial
799,799,6,23,6,17,58,retail
800,800,10,23,1,24,146,software
801,801,2,23,7,3,219,realestate
802,802,3,7,7,1,216,software
803,803,5,14,6,15,119,retail
804,804,7,8,2,17,153,software
805,805,6,9,9,16,55,financial
806,806,3,4,7,4,209,software
807,807,19,19,6,10,86,pharmaceutical
808,808,10,14,3,4,105,software
809,809,7,7,0,23,125,pharmaceutical
810,810,17,17,9,18,191,realestate
811,811,18,8,0,12,79,education
812,812,9,19,8,16,87,retail
813,813,16,6,6,22,146,software
814,814,2,13,7,25,204,pharmaceutical
815,815,19,25,9,0,92,pharmaceutical
816,816,12,0,5,11,80,realestate
817,817,2,15,6,27,216,retail
818,818,4,21,0,26,159,education
819,819,17,14,2,26,183,financial
820,820,4,13,6,4,136,financial
821,821,10,2,6,25,92,realestate
822,822,19,0,3,27,81,realestate
823,823,19,6,2,8,119,pharmaceutical
824,824,17,0,0,12,198,education
825,825,0,8,4,8,122,pharmaceutical
826,826,5,18,1,15,97,software
827,827,4,17,4,26,194,pharmaceutical
828,828,18,26,2,28,93,education
829,829,9,5,2,27,66,retail
830,830,8,12,5,2,120,education
831,831,15,4,5,19,200,retail
832,832,19,25,4,23,71,education
833,833,10,15,5,17,126,software
834,834,13,2,7,15,146,pharmaceutical
835,835,6,1,3,28,50,education
836,836,5,24,4,2,112,pharmaceutical
837,837,19,25,6,20,93,pharmaceutical
838,838,3,16,3,5,217,realestate
839,839,19,10,7,24,104,software
840,840,2,8,2,13,199,retail
841,841,16,22,7,23,148,financial
842,842,18,5,1,22,53,realestate
843,843,6,29,3,23,56,realestate
844,844,19,12,2,6,100,pharmaceutical
845,845,7,26,2,24,129,financial
846,846,15,27,2,14,180,pharmaceutical
847,847,8,11,3,14,115,retail
848,848,8,21,7,9,139,realestate
849,849,7,14,5,9,148,software
850,850,2,8,5,5,199,realestate
851,851,1,7,5,3,172,pharmaceutical
852,852,3,6,4,28,204,realestate
853,853,9,8,8,23,66,pharmaceutical
854,854,7,20,2,20,160,retail
855,855,2,26,6,1,207,education
856,856,9,11,7,3,70,education
857,857,12,4,0,28,105,software
858,858,5,22,8,19,135,software
859,859,5,2,8,8,135,retail
860,860,2,5,9,18,213,financial
861,861,4,11,6,21,170,realestate
862,862,9,4,9,23,75,retail
863,863,16,10,4,21,154,education
864,864,7,5,5,18,124,realestate
865,865,4,7,5,4,146,realestate
866,866,3,2,9,9,196,realestate
867,867,13,27,2,16,87,pharmaceutical
868,868,14,4,7,6,185,financial
869,869,2,19,8,25,201,education
870,870,12,1,2,0,102,retail
871,871,13,21,0,25,113,retail
872,872,7,12,9,17,142,education
873,873,4,8,4,4,174,software
874,874,0,27,9,25,123,pharmaceutical
875,875,17,12,4,26,196,financial
876,876,10,12,4,6,133,retail
877,877,19,24,6,7,84,software
878,878,2,20,4,13,215,financial
879,879,10,1,3,21,126,pharmaceutical
880,880,9,6,1,26,58,pharmaceutical
881,881,16,20,5,24,146,retail
882,882,1,22,9,22,174,software
883,883,5,0,9,15,94,realestate
884,884,11,20,2,2,115,pharmaceutical
885,885,15,19,9,28,198,software
886,886,2,23,6,7,209,pharmaceutical
887,887,19,6,9,15,113,financial
888,888,11,27,7,3,134,realestate
889,889,9,1,1,2,87,education
890,890,9,22,3,13,90,education
891,891,11,19,7,9,113,pharmaceutical
892,892,4,1,0,28,146,pharmaceutical
893,893,15,18,1,27,195,financial
894,894,5,29,0,23,103,financial
895,895,1,23,4,1,203,realestate
896,896,14,8,6,19,184,software
897,897,9,0,0,12,60,financial
898,898,5,22,5,17,98,education
899,899,3,5,7,29,185,software
900,900,19,20,2,4,87,realestate
901,901,12,5,2,10,98,software
902,902,13,18,1,0,105,realestate
903,903,7,28,4,24,164,retail
904,904,19,23,4,20,107,retail
905,905,3,6,6,27,197,software
906,906,6,3,6,1,42,education
907,907,12,28,3,13,103,education
908,908,5,21,4,19,132,education
909,909,1,13,4,8,190,financial
910,910,17,26,5,20,186,retail
911,911,15,20,1,21,210,software
912,912,15,2,7,2,214,realestate
913,913,13,13,0,27,133,software
914,914,11,9,2,5,122,pharmaceutical
915,915,18,13,5,6,59,pharmaceutical
916,916,13,15,0,1,134,software
917,917,0,13,7,4,122,retail
918,918,10,27,2,17,158,realestate
919,919,15,9,8,11,179,pharmaceutical
920,920,18,1,7,9,62,software
921,921,19,28,5,27,83,software
922,922,4,17,1,17,143,pharmaceutical
923,923,19,10,1,16,84,education
924,924,4,18,6,18,131,education
925,925,13,28,2,27,95,pharmaceutical
926,926,9,2,3,21,93,retail
927,927,6,2,0,25,49,financial
928,928,16,29,5,2,155,realestate
929,929,3,5,4,20,209,software
930,930,7,26,1,23,163,pharmaceutical
931,931,3,15,5,0,181,retail
932,932,14,13,6,7,197,education
933,933,0,26,0,25,123,retail
934,934,18,24,7,6,77,realestate
935,935,1,21,9,5,222,realestate
936,936,14,24,6,5,186,pharmaceutical
937,937,13,25,3,26,117,realestate
938,938,14,29,5,22,191,retail
939,939,18,28,0,11,103,realestate
940,940,16,17,9,14,147,software
941,941,9,27,1,21,50,education
942,942,2,4,2,13,210,retail
943,943,5,4,7,1,132,financial
944,944,13,0,8,16,89,pharmaceutical
945,945,14,2,6,19,185,pharmaceutical
946,946,18,7,5,19,81,realestate
947,947,6,4,3,1,64,retail
948,948,19,3,4,21,87,education
949,949,15,13,0,8,194,software
950,950,17,10,3,11,204,software
951,951,1,4,8,4,219,education
952,952,11,27,7,18,124,realestate
953,953,6,13,6,10,80,financial
954,954,9,20,7,17,66,retail
955,955,19,4,7,17,112,retail
956,956,19,1,9,25,114,realestate
957,957,3,15,4,27,214,education
958,958,5,17,2,0,139,financial
959,959,10,29,4,1,100,pharmaceutical
960,960,16,17,2,19,161,retail
961,961,8,25,2,26,169,software
962,962,5,19,0,15,95,realestate
963,963,5,4,5,3,107,realestate
964,964,17,27,4,6,191,retail
965,965,19,2,3,22,111,retail
966,966,16,3,6,17,158,retail
967,967,17,22,0,11,199,pharmaceutical
968,968,10,28,1,19,122,realestate
969,969,2,10,3,13,217,retail
970,970,18,4,4,24,99,education
971,971,7,18,8,16,167,retail
972,972,15,23,4,20,214,realestate
973,973,2,19,4,0,219,software
974,974,9,13,3,17,95,realestate
975,975,13,15,3,19,102,financial
976,976,0,26,8,20,121,financial
977,977,3,24,0,6,194,pharmaceutical
978,978,19,23,0,3,84,retail
979,979,11,1,4,16,123,retail
980,980,19,14,4,15,104,realestate
981,981,4,21,7,25,180,education
982,982,15,26,0,9,189,education
983,983,3,2,1,28,204,retail
984,984,2,28,1,9,214,education
985,985,10,3,6,24,131,retail
986,986,17,18,6,15,200,retail
987,987,10,16,3,6,113,retail
988,988,0,24,0,6,119,pharmaceutical
989,989,8,27,2,8,114,software
990,990,4,20,0,24,149,pharmaceutical
991,991,10,14,8,2,149,realestate
992,992,6,5,6,5,83,retail
993,993,2,10,9,14,202,retail
994,994,19,2,4,8,95,financial
995,995,14,19,0,16,195,pharmaceutical
996,996,15,9,3,27,194,software
997,997,16,16,9,29,161,financial
998,998,18,7,7,9,57,retail
999,999,17,7,7,19,184,pharmaceutical
1000,1000,13,10,5,28,95,software
1001,1001,6,7,2,26,68,financial
1002,1002,11,14,3,1,139,pharmaceutical
1003,1003,3,13,0,12,212,education
1004,1004,10,19,5,11,138,pharmaceutical
1005,1005,12,29,5,0,93,realestate
1006,1006,9,9,8,0,65,education
1007,1007,10,8,2,18,102,pharmaceutical
1008,1008,3,5,4,14,177,financial
1009,1009,4,22,7,19,145,realestate
1010,1010,15,21,7,25,215,pharmaceutical
1011,1011,4,28,4,11,168,pharmaceutical
1012,1012,12,14,9,10,85,pharmaceutical
1013,1013,8,17,8,0,114,pharmaceutical
1014,1014,7,15,8,2,138,realestate
1015,1015,3,19,6,12,200,retail
1016,1016,2,13,5,22,201,realestate
1017,1017,15,15,3,3,206,software
1018,1018,9,1,0,29,98,software
1019,1019,1,0,2,17,182,software
1020,1020,18,28,7,1,101,retail
1021,1021,5,9,6,26,129,education
1022,1022,6,3,2,8,66,education
1023,1023,10,18,0,18,118,software
1024,1024,16,12,3,0,149,financial
1025,1025,15,21,3,5,200,education
1026,1026,16,8,1,22,154,pharmaceutical
1027,1027,17,0,3,19,198,retail
1028,1028,4,29,9,12,173,realestate
1029,1029,9,25,6,24,72,realestate
1030,1030,9,26,5,8,101,financial
1031,1031,18,1,2,18,82,realestate
1032,1032,15,5,6,28,187,realestate
1033,1033,17,13,2,1,190,retail
1034,1034,6,3,3,17,86,software
1035,1035,18,26,7,24,64,pharmaceutical
1036,1036,17,28,9,19,196,financial
1037,1037,9,28,4,19,97,software
1038,1038,14,18,0,8,194,education
1039,1039,18,7,9,19,88,realestate
1040,1040,0,24,2,4,123,education
1041,1041,1,1,1,1,202,retail
1042,1042,0,8,7,20,121,software
1043,1043,18,17,4,2,65,software
1044,1044,6,12,4,14,66,financial
1045,1045,3,7,2,25,189,realestate
1046,1046,9,5,3,16,59,pharmaceutical
1047,1047,2,23,6,21,206,education
1048,1048,0,0,5,9,121,realestate
1049,1049,18,1,1,25,74,software
1050,1050,7,4,1,3,167,education
1051,1051,14,13,8,21,189,education
1052,1052,11,2,8,17,136,realestate
1053,1053,17,13,1,13,200,retail
1054,1054,19,18,5,26,94,realestate
1055,1055,18,27,2,7,65,financial
1056,1056,8,10,3,2,139,pharmaceutical
1057,1057,9,3,2,24,45,software
1058,1058,6,18,0,4,72,software
1059,1059,6,10,5,16,60,realestate
1060,1060,4,27,9,9,149,software
1061,1061,18,23,5,24,90,software
1062,1062,0,16,4,14,119,pharmaceutical
1063,1063,8,20,5,4,188,financial
1064,1064,10,29,4,4,100,software
1065,1065,7,23,3,24,124,software
1066,1066,5,26,7,4,100,retail
1067,1067,9,5,2,17,47,financial
1068,1068,5,23,1,27,96,realestate
1069,1069,10,29,8,27,119,financial
1070,1070,17,5,2,3,199,pharmaceutical
1071,1071,3,16,7,26,191,financial
1072,1072,13,16,8,24,103,financial
1073,1073,18,23,9,0,53,realestate
1074,1074,15,7,2,22,215,pharmaceutical
1075,1075,16,8,6,9,153,software
1076,1076,13,12,1,7,107,retail
1077,1077,8,19,9,22,195,retail
1078,1078,6,17,4,18,81,financial
1079,1079,16,24,5,20,161,pharmaceutical
1080,1080,8,18,7,19,182,education
1081,1081,13,22,8,27,100,software
1082,1082,8,4,5,1,123,realestate
1083,1083,4,4,6,20,159,pharmaceutical
1084,1084,7,12,2,25,128,pharmaceutical
1085,1085,13,21,3,17,105,education
1086,1086,12,3,3,25,106,financial
1087,1087,18,23,6,21,65,education
1088,1088,14,9,4,5,188,education
1089,1089,2,29,3,0,217,financial
1090,1090,7,9,0,10,149,education
1091,1091,18,24,5,29,57,pharmaceutical
1092,1092,19,27,6,12,91,financial
1093,1093,8,0,4,1,203,retail
1094,1094,15,23,3,17,200,pharmaceutical
1095,1095,7,23,2,22,160,pharmaceutical
1096,1096,8,10,8,8,178,realestate
1097,1097,8,29,2,25,189,software
1098,1098,9,17,3,17,49,retail
1099,1099,4,15,1,13,176,realestate
1100,1100,1,14,6,0,199,software
1101,1101,13,18,3,21,98,pharmaceutical
1102,1102,17,9,5,25,190,education
1103,1103,6,7,3,28,46,retail
1104,1104,6,24,2,14,65,retail
1105,1105,11,19,2,11,115,realestate
1106,1106,16,6,6,18,160,realestate
1107,1107,10,9,7,7,157,realestate
1108,1108,6,21,2,16,84,financial
1109,1109,16,5,3,27,147,software
1110,1110,13,24,4,0,119,realestate
1111,1111,4,18,1,22,168,education
1112,1112,9,13,9,11,82,education
1113,1113,1,13,8,8,163,pharmaceutical
1114,1114,16,6,7,9,148,software
1115,1115,3,5,5,11,213,realestate
1116,1116,0,25,7,29,119,pharmaceutical
1117,1117,5,19,0,0,96,education
1118,1118,9,13,3,19,95,software
1119,1119,5,21,6,2,133,pharmaceutical
1120,1120,8,4,8,2,157,realestate
1121,1121,16,10,1,12,148,realestate
1122,1122,12,22,3,1,108,realestate
1123,1123,3,23,5,10,183,retail
1124,1124,2,4,1,13,208,pharmaceutical
1125,1125,15,17,0,27,194,pharmaceutical
1126,1126,15,26,5,22,202,financial
1127,1127,10,18,1,10,139,pharmaceutical
1128,1128,17,21,8,6,197,retail
1129,1129,5,14,5,16,128,financial
1130,1130,14,12,6,19,185,realestate
1131,1131,5,15,2,15,135,software
1132,1132,17,22,7,26,183,financial
1133,1133,6,13,5,29,83,education
1134,1134,15,14,9,25,181,pharmaceutical
1135,1135,11,10,5,20,140,realestate
1136,1136,4,23,5,14,173,financial
1137,1137,12,0,6,25,80,realestate
1138,1138,14,27,6,10,190,education
1139,1139,0,6,9,22,121,pharmaceutical
1140,1140,3,19,4,20,168,software
1141,1141,2,25,9,19,206,pharmaceutical
1142,1142,7,18,7,21,157,pharmaceutical
1143,1143,16,16,8,6,147,financial
1144,1144,0,22,4,11,123,software
1145,1145,6,13,8,3,56,software
1146,1146,15,7,3,25,208,education
1147,1147,8,17,8,21,137,retail
1148,1148,15,18,8,21,180,financial
1149,1149,4,27,1,17,171,financial
1150,1150,12,27,0,11,93,retail
1151,1151,0,3,8,17,123,realestate
1152,1152,8,14,0,22,206,software
1153,1153,17,22,4,22,194,financial
1154,1154,2,12,0,5,207,education
1155,1155,7,29,6,8,156,realestate
1156,1156,3,0,3,3,212,pharmaceutical
1157,1157,10,8,1,19,88,pharmaceutical
1158,1158,4,19,5,18,183,financial
1159,1159,6,5,2,12,79,financial
1160,1160,15,10,4,9,216,retail
1161,1161,4,14,1,19,137,retail
1162,1162,0,1,9,2,119,pharmaceutical
1163,1163,14,19,8,1,185,software
1164,1164,9,22,7,5,105,education
1165,1165,4,19,9,7,174,retail
1166,1166,2,27,5,21,215,financial
1167,1167,5,10,5,27,126,education
1168,1168,15,17,9,12,219,education
1169,1169,13,29,7,2,119,software
1170,1170,19,0,8,21,108,financial
1171,1171,19,27,6,20,76,education
1172,1172,10,3,5,17,151,education
1173,1173,7,26,8,0,127,realestate
1174,1174,11,1,6,10,137,pharmaceutical
1175,1175,10,19,2,24,98,financial
1176,1176,9,4,8,11,48,retail
1177,1177,4,9,0,17,139,retail
1178,1178,5,12,1,0,125,software
1179,1179,18,27,1,6,96,pharmaceutical
1180,1180,9,29,1,20,45,pharmaceutical
1181,1181,10,14,2,7,152,pharmaceutical
1182,1182,16,19,8,18,148,software
1183,1183,11,27,8,28,133,financial
1184,1184,18,0,6,27,67,financial
1185,1185,7,0,3,15,148,financial
1186,1186,11,18,6,26,95,education
1187,1187,18,0,8,29,57,software
1188,1188,4,4,0,8,166,pharmaceutical
1189,1189,1,23,7,26,189,software
1190,1190,4,1,9,12,185,financial
1191,1191,19,9,9,6,102,retail
1192,1192,16,15,4,10,155,education
1193,1193,14,10,7,0,197,software
1194,1194,18,20,1,9,54,financial
1195,1195,18,6,8,20,88,realestate
1196,1196,13,22,9,19,145,retail
1197,1197,12,18,8,12,107,pharmaceutical
1198,1198,14,21,8,3,194,education
1199,1199,13,6,7,0,97,education
1200,1200,11,26,5,20,98,pharmaceutical
1201,1201,14,5,8,19,180,financial
1202,1202,2,28,4,7,217,software
1203,1203,10,29,3,27,95,pharmaceutical
1204,1204,6,17,2,13,62,education
1205,1205,6,10,4,6,68,retail
1206,1206,13,5,6,26,126,realestate
1207,1207,15,23,5,29,196,software
1208,1208,7,20,3,29,122,education
1209,1209,12,28,3,4,108,realestate
1210,1210,5,28,8,14,112,financial
1211,1211,17,22,0,26,198,pharmaceutical
1212,1212,1,24,1,7,228,pharmaceutical
1213,1213,0,22,9,8,120,realestate
1214,1214,2,27,4,11,207,realestate
1215,1215,18,17,1,22,70,financial
1216,1216,0,14,9,16,121,pharmaceutical
1217,1217,0,0,9,22,122,realestate
1218,1218,0,16,2,5,119,pharmaceutical
1219,1219,2,27,4,25,213,pharmaceutical
1220,1220,16,27,9,9,153,retail
1221,1221,1,18,4,2,193,software
1222,1222,17,15,0,19,194,financial
1223,1223,5,0,8,20,98,pharmaceutical
1224,1224,4,25,2,19,176,pharmaceutical
1225,1225,7,20,9,29,159,education
1226,1226,18,27,2,20,89,retail
1227,1227,9,9,5,10,105,software
1228,1228,9,4,1,26,95,software
1229,1229,6,26,0,8,58,financial
1230,1230,4,20,4,26,171,financial
1231,1231,12,29,8,22,103,retail
1232,1232,3,14,3,16,179,pharmaceutical
1233,1233,0,8,2,1,123,financial
1234,1234,10,4,7,10,115,software
1235,1235,9,20,5,5,98,financial
1236,1236,15,25,0,29,213,software
1237,1237,8,17,1,26,152,education
1238,1238,18,14,3,5,100,software
1239,1239,2,22,7,27,208,financial
1240,1240,7,5,8,14,145,pharmaceutical
1241,1241,8,29,2,28,117,retail
1242,1242,17,14,2,0,189,financial
1243,1243,9,2,4,28,76,software
1244,1244,7,17,7,6,167,retail
1245,1245,2,1,5,28,214,pharmaceutical
1246,1246,12,1,3,29,101,financial
1247,1247,13,25,5,16,106,software
1248,1248,16,11,4,13,157,retail
1249,1249,3,20,4,15,197,retail
1250,1250,9,15,4,22,61,software
1251,1251,17,16,0,23,195,realestate
1252,1252,15,11,0,3,179,financial
1253,1253,6,19,4,2,74,pharmaceutical
1254,1254,11,17,3,14,91,education
1255,1255,0,2,1,19,121,realestate
1256,1256,9,8,4,0,68,realestate
1257,1257,16,1,0,16,161,education
1258,1258,15,16,4,0,196,financial
1259,1259,16,5,5,18,162,realestate
1260,1260,14,0,4,26,198,realestate
1261,1261,8,1,1,29,170,education
1262,1262,11,18,6,21,111,realestate
1263,1263,15,9,2,27,219,retail
1264,1264,8,29,1,24,176,retail
1265,1265,17,9,7,9,204,education
1266,1266,17,26,1,22,205,software
1267,1267,17,20,3,4,203,retail
1268,1268,1,21,5,6,206,pharmaceutical
1269,1269,17,11,4,28,204,education
1270,1270,1,0,2,25,213,pharmaceutical
1271,1271,17,20,8,6,192,financial
1272,1272,13,18,4,1,96,financial
1273,1273,17,6,1,18,197,financial
1274,1274,11,29,3,6,119,financial
1275,1275,15,8,0,2,210,education
1276,1276,19,6,3,21,92,education
1277,1277,11,19,1,23,131,realestate
1278,1278,18,7,8,23,78,realestate
1279,1279,15,22,3,5,193,software
1280,1280,14,26,0,10,187,education
1281,1281,0,0,8,13,122,education
1282,1282,18,11,4,6,63,retail
1283,1283,14,23,3,1,191,retail
1284,1284,13,10,9,26,107,education
1285,1285,7,18,6,11,131,realestate
1286,1286,17,0,4,23,195,retail
1287,1287,19,19,6,9,105,retail
1288,1288,4,9,8,4,157,retail
1289,1289,11,20,3,22,139,realestate
1290,1290,4,24,9,17,190,financial
1291,1291,5,27,7,1,96,pharmaceutical
1292,1292,14,16,7,16,192,realestate
1293,1293,17,23,2,9,185,software
1294,1294,16,24,7,29,153,retail
1295,1295,13,6,4,2,146,realestate
1296,1296,1,8,4,17,194,financial
1297,1297,6,12,1,27,52,realestate
1298,1298,17,8,4,5,201,software
1299,1299,12,0,6,27,109,software
1300,1300,12,23,8,27,83,education
1301,1301,0,14,5,24,123,education
1302,1302,11,22,8,21,118,software
1303,1303,6,21,2,18,64,education
1304,1304,16,16,3,26,161,software
1305,1305,16,16,4,12,146,realestate
1306,1306,13,3,7,19,145,education
1307,1307,2,7,7,14,215,software
1308,1308,13,15,2,29,106,pharmaceutical
1309,1309,8,28,1,19,166,realestate
1310,1310,2,21,5,14,200,realestate
1311,1311,17,13,7,22,193,software
1312,1312,0,14,7,18,123,education
1313,1313,6,22,4,20,41,pharmaceutical
1314,1314,3,22,8,25,189,retail
1315,1315,18,24,7,24,84,pharmaceutical
1316,1316,19,28,0,6,106,education
1317,1317,1,25,9,6,190,realestate
1318,1318,7,28,4,25,141,pharmaceutical
1319,1319,19,13,5,23,111,retail
1320,1320,16,21,7,9,146,retail
1321,1321,10,21,2,18,158,pharmaceutical
1322,1322,18,10,0,18,63,education
1323,1323,15,25,0,21,211,software
1324,1324,11,9,1,15,109,realestate
1325,1325,3,2,3,12,192,financial
1326,1326,10,23,8,12,98,retail
1327,1327,1,14,4,20,169,financial
1328,1328,19,6,8,1,83,education
1329,1329,3,7,5,6,184,education
1330,1330,7,26,7,9,167,financial
1331,1331,17,21,4,10,197,software
1332,1332,13,23,6,14,138,realestate
1333,1333,5,7,0,16,112,realestate
1334,1334,3,7,3,0,214,realestate
1335,1335,6,4,2,18,69,software
1336,1336,9,7,8,19,82,realestate
1337,1337,3,8,2,14,187,realestate
1338,1338,1,9,5,27,179,financial
1339,1339,2,21,4,14,204,education
1340,1340,13,28,7,29,140,education
1341,1341,0,12,7,29,123,education
1342,1342,19,18,8,7,88,education
1343,1343,11,0,0,1,111,financial
1344,1344,4,7,2,25,167,software
1345,1345,15,21,3,1,211,retail
1346,1346,19,9,9,21,80,financial
1347,1347,19,24,5,29,91,retail
1348,1348,11,17,1,4,123,retail
1349,1349,19,19,6,11,96,realestate
1350,1350,18,19,8,28,86,financial
1351,1351,0,15,2,14,119,pharmaceutical
1352,1352,7,7,9,9,159,education
1353,1353,3,23,7,16,203,financial
1354,1354,14,7,9,1,187,financial
1355,1355,7,29,9,0,144,software
1356,1356,12,2,1,11,85,retail
1357,1357,10,12,6,13,154,pharmaceutical
1358,1358,13,11,5,11,143,education
1359,1359,6,16,7,14,65,retail
1360,1360,10,20,1,28,116,financial
1361,1361,13,12,4,21,140,software
1362,1362,15,17,8,2,193,software
1363,1363,9,17,3,14,86,realestate
1364,1364,11,25,8,9,95,pharmaceutical
1365,1365,13,22,6,27,117,pharmaceutical
1366,1366,9,11,2,4,48,retail
1367,1367,17,13,7,29,201,education
1368,1368,0,28,5,21,123,education
1369,1369,16,24,4,28,159,software
1370,1370,12,3,6,10,102,financial
1371,1371,12,29,5,2,87,financial
1372,1372,4,28,5,4,166,software
1373,1373,16,10,6,10,162,education
1374,1374,2,18,4,3,206,software
1375,1375,0,17,8,17,123,financial
1376,1376,2,25,3,18,215,retail
1377,1377,2,17,1,25,206,education
1378,1378,16,9,7,0,155,retail
1379,1379,3,8,1,24,171,realestate
1380,1380,7,11,9,15,148,education
1381,1381,6,12,3,22,43,education
1382,1382,1,17,0,4,161,software
1383,1383,6,2,6,21,59,retail
1384,1384,18,22,6,1,76,pharmaceutical
1385,1385,15,3,9,3,210,financial
1386,1386,10,6,4,18,94,financial
1387,1387,15,14,0,27,218,education
1388,1388,9,27,3,28,79,retail
1389,1389,11,18,4,15,92,education
1390,1390,10,3,2,5,149,education
1391,1391,13,23,3,5,120,retail
1392,1392,17,21,3,1,185,retail
1393,1393,18,3,5,4,65,realestate
1394,1394,1,8,5,0,155,software
1395,1395,14,29,2,0,196,financial
1396,1396,17,29,3,13,195,pharmaceutical
1397,1397,3,15,0,12,205,software
1398,1398,6,18,0,25,78,education
1399,1399,10,14,5,28,137,pharmaceutical
1400,1400,16,17,7,5,154,realestate
1401,1401,17,7,4,9,202,financial
1402,1402,3,7,7,28,210,retail
1403,1403,14,8,8,4,197,retail
1404,1404,5,18,1,2,123,retail
1405,1405,15,26,3,17,203,software
1406,1406,9,28,2,15,43,software
1407,1407,14,18,1,18,181,financial
1408,1408,4,21,1,9,133,pharmaceutical
1409,1409,7,19,2,20,160,financial
1410,1410,0,4,6,7,119,pharmaceutical
1411,1411,6,27,0,19,58,financial
1412,1412,10,8,0,18,125,realestate
1413,1413,13,26,3,3,129,retail
1414,1414,8,26,9,6,114,education
1415,1415,16,2,9,3,153,realestate
1416,1416,5,5,3,18,105,software
1417,1417,19,12,5,23,100,education
1418,1418,15,2,6,3,195,financial
1419,1419,18,7,9,3,51,financial
1420,1420,2,19,2,14,217,retail
1421,1421,10,28,6,12,124,retail
1422,1422,0,1,2,19,123,retail
1423,1423,18,18,0,29,88,pharmaceutical
1424,1424,9,4,0,7,105,pharmaceutical
1425,1425,11,1,8,10,92,software
1426,1426,9,15,6,9,55,retail
1427,1427,10,14,8,7,102,software
1428,1428,13,25,0,7,108,pharmaceutical
1429,1429,17,24,8,26,185,pharmaceutical
1430,1430,1,3,1,14,190,financial
1431,1431,15,8,9,10,212,pharmaceutical
1432,1432,10,17,0,27,128,pharmaceutical
1433,1433,16,11,3,6,155,financial
1434,1434,12,0,6,19,98,realestate
1435,1435,15,20,2,11,210,realestate
1436,1436,15,8,2,15,214,realestate
1437,1437,14,2,2,6,197,software
1438,1438,0,23,3,26,121,realestate
1439,1439,7,17,1,10,125,realestate
1440,1440,7,7,5,14,167,realestate
1441,1441,18,20,5,6,101,financial
1442,1442,13,2,7,8,131,pharmaceutical
1443,1443,6,13,7,19,58,realestate
1444,1444,0,8,5,25,119,education
1445,1445,17,4,5,16,200,retail
1446,1446,12,16,0,26,83,education
1447,1447,16,27,8,2,147,education
1448,1448,7,25,0,10,166,financial
1449,1449,2,29,7,15,201,software
1450,1450,5,9,9,8,107,education
1451,1451,0,9,9,10,119,realestate
1452,1452,12,23,5,23,110,realestate
1453,1453,10,6,8,4,139,education
1454,1454,8,19,1,5,160,retail
1455,1455,8,25,6,25,196,financial
1456,1456,6,23,0,4,52,realestate
1457,1457,17,22,1,20,205,retail
1458,1458,11,0,0,23,133,education
1459,1459,12,27,0,9,109,retail
1460,1460,6,9,0,13,83,education
1461,1461,12,8,0,5,80,education
1462,1462,11,27,0,14,135,software
1463,1463,14,25,1,4,187,financial
1464,1464,1,16,5,13,234,education
1465,1465,15,1,2,14,179,financial
1466,1466,12,2,2,3,83,realestate
1467,1467,8,12,9,17,197,software
1468,1468,12,7,5,6,96,pharmaceutical
1469,1469,8,0,1,6,137,retail
1470,1470,14,17,8,7,183,pharmaceutical
1471,1471,12,9,8,19,86,financial
1472,1472,6,23,3,10,72,retail
1473,1473,15,12,9,23,184,pharmaceutical
1474,1474,13,16,0,0,146,financial
1475,1475,13,17,7,26,124,realestate
1476,1476,17,25,7,8,192,realestate
1477,1477,1,3,6,20,187,retail
1478,1478,5,10,3,0,96,education
1479,1479,16,1,5,21,161,realestate
1480,1480,9,1,4,5,94,retail
1481,1481,11,18,7,6,102,realestate
1482,1482,0,26,5,29,123,software
1483,1483,17,13,4,11,193,education
1484,1484,14,7,5,29,185,financial
1485,1485,15,23,8,1,210,retail
1486,1486,9,3,9,25,74,retail
1487,1487,16,10,9,24,161,pharmaceutical
1488,1488,0,13,5,14,119,financial
1489,1489,2,17,3,24,218,education
1490,1490,19,8,7,16,102,financial
1491,1491,5,9,4,14,119,retail
1492,1492,1,3,5,15,216,financial
1493,1493,14,11,5,9,186,education
1494,1494,19,29,8,22,73,realestate
1495,1495,8,14,3,1,125,education
1496,1496,10,21,7,3,104,education
1497,1497,8,21,7,11,170,realestate
1498,1498,14,6,4,2,181,pharmaceutical
1499,1499,19,5,2,18,106,realestate
1500,1500,8,1,4,6,178,education
1501,1501,14,2,5,12,178,education
1502,1502,7,1,9,27,164,education
1503,1503,9,27,5,25,54,retail
1504,1504,15,27,0,0,214,education
1505,1505,10,22,6,27,125,realestate
1506,1506,5,10,1,19,103,education
1507,1507,14,18,7,26,189,financial
1508,1508,17,14,5,14,198,pharmaceutical
